node,pseudolabel?,label,label_conf
CG2238,Y,GO:0048523@4,0.05263157894736842
CG31729,Y,GO:0031323@4,0.06779661016949153
CG3797,Y,GO:0048522@4,0.07692307692307693
CG5009,Y,GO:0048522@4,0.06451612903225806
CG31740,Y,GO:0031323@4,0.03361344537815126
CG14834,Y,GO:0006325@4,0.05194805194805195
CG17777,Y,GO:0060255@4,0.1111111111111111
CG5121,Y,GO:0009889@4,0.15151515151515152
CG3593,Y,GO:0051128@4,0.04918032786885246
CG2109,Y,GO:0010646@4,0.0297029702970297
CG5446,Y,GO:0048522@4,0.059322033898305086
CG11164,Y,GO:0048522@4,0.06593406593406594
CG9916,Y,GO:0031323@4,0.08
CG1259,Y,GO:0060255@4,0.05660377358490566
CG11659,Y,GO:0048522@4,0.08433734939759036
CG5183,Y,GO:0031323@4,0.08620689655172414
CG5474,Y,GO:0031323@4,0.06
CG9894,Y,GO:0048522@4,0.04918032786885246
CG2199,Y,GO:0060255@4,0.05421686746987952
CG5445,Y,GO:0031323@4,0.06896551724137931
CG9173,Y,GO:0060429@4,0.05263157894736842
CG43367,Y,GO:0006996@4,0.038461538461538464
CG7956,Y,GO:0031323@4,0.08641975308641975
CG2371,Y,GO:0051240@4,0.038461538461538464
CG31950,Y,GO:0090304@4,0.08888888888888889
CG9025,Y,GO:0048522@4,0.043010752688172046
CG9603,Y,GO:0048523@4,0.04861111111111111
CG34159,Y,GO:0009889@4,0.125
CG17362,Y,GO:0010646@4,0.05128205128205128
CG18745,Y,GO:0048522@4,0.05660377358490566
CG2124,Y,GO:0031323@4,0.09259259259259259
CG9631,Y,GO:0031323@4,0.05128205128205128
CG6084,Y,GO:0043603@4,0.05555555555555555
CG12992,Y,GO:0048522@4,0.05357142857142857
CG2025,Y,GO:0043603@4,0.08823529411764706
CG5504,Y,GO:0002064@4,0.025
CG11154,Y,GO:0009966@4,0.04597701149425287
CG11417,Y,GO:0031323@4,0.03070175438596491
CG5568,Y,GO:0060255@4,0.054945054945054944
CG7852,Y,GO:0051020@4,0.09302325581395349
CG6607,Y,GO:0048522@4,0.06818181818181818
CG15218,Y,GO:0060255@4,0.05714285714285714
CG8455,Y,GO:0060255@4,0.06578947368421052
CG14247,Y,GO:0006996@4,0.05128205128205128
CG5439,Y,GO:0006996@4,0.05405405405405406
CG11248,Y,GO:0048522@4,0.0625
CG9527,Y,GO:0060255@4,0.0847457627118644
CG5494,Y,GO:0002009@4,0.04285714285714286
CG31999,Y,GO:0031323@4,0.040268456375838924
CG13168,Y,GO:0031323@4,0.06666666666666667
CG15423,Y,GO:0048522@4,0.04477611940298507
CG11143,Y,GO:0048522@4,0.04838709677419355
CG10622,Y,GO:0002009@4,0.046511627906976744
CG6950,Y,GO:0048523@4,0.04132231404958678
CG9277,Y,GO:0048522@4,0.043478260869565216
CG42351,Y,GO:0006996@4,0.075
CG8448,Y,GO:0048523@4,0.030303030303030304
CG9784,Y,GO:0048522@4,0.09230769230769231
CG12175,Y,GO:0031323@4,0.05454545454545454
CG5920,Y,GO:0048523@4,0.06493506493506493
CG42797,Y,GO:0031323@4,0.04093567251461988
CG7283,Y,GO:0048523@4,0.06493506493506493
CG4326,Y,GO:2000026@4,0.046153846153846156
CG8693,Y,GO:2000026@4,0.05172413793103448
CG7414,Y,GO:0006996@4,0.036036036036036036
CG14566,Y,GO:0031323@4,0.04964539007092199
CG1263,Y,GO:0048523@4,0.06493506493506493
CG1524,Y,GO:0048523@4,0.06493506493506493
CG8615,Y,GO:0048523@4,0.06493506493506493
CG8539,Y,GO:0048523@4,0.03664921465968586
CG5271,Y,GO:0048523@4,0.034653465346534656
CG8159,Y,GO:0048522@4,0.07142857142857142
CG30291,Y,GO:0051049@4,0.05333333333333334
CG5862,Y,GO:0009966@4,0.034782608695652174
CG3314,Y,GO:0048523@4,0.06493506493506493
CG1212,Y,GO:0031323@4,0.04
CG3731,Y,GO:0048522@4,0.05223880597014925
CG10638,Y,GO:0048522@4,0.057692307692307696
CG8922,Y,GO:0048523@4,0.06493506493506493
CG3558,Y,GO:0010646@4,0.05263157894736842
CG10939,Y,GO:0048522@4,0.050359712230215826
CG4853,Y,GO:0048522@4,0.0625
CG1516,Y,GO:0022607@4,0.06451612903225806
CG18292,Y,GO:0009889@4,0.055944055944055944
CG4998,Y,GO:0060255@4,0.05319148936170213
CG32031,Y,GO:0006996@4,0.08163265306122448
CG1475,Y,GO:0048523@4,0.06493506493506493
CR41548,Y,GO:0048523@4,0.06493506493506493
CG4066,Y,GO:0060255@4,0.07920792079207921
CG6699,Y,GO:0061640@4,0.05172413793103448
CG34380,Y,GO:0031323@4,0.041176470588235294
CG1721,Y,GO:0006796@4,0.07894736842105263
CG2960,Y,GO:0048523@4,0.06493506493506493
CG9282,Y,GO:0048523@4,0.06493506493506493
CG11999,Y,GO:0009889@4,0.05154639175257732
CG2720,Y,GO:0048522@4,0.05263157894736842
CG3815,Y,GO:0009889@4,0.05263157894736842
CG13047,Y,GO:0060255@4,0.11864406779661017
CG2360,Y,GO:0060255@4,0.1346153846153846
CG1461,Y,GO:0048522@4,0.06349206349206349
CG12262,Y,GO:0022607@4,0.06818181818181818
CG31008,Y,GO:0009889@4,0.06611570247933884
CG9715,Y,GO:0048522@4,0.0425531914893617
CG1542,Y,GO:0048523@4,0.05084745762711865
CG15525,Y,GO:0031323@4,0.09302325581395349
CG8900,Y,GO:0048523@4,0.06493506493506493
CG1883,Y,GO:0048523@4,0.06493506493506493
CG3661,Y,GO:0048523@4,0.06493506493506493
CG3203,Y,GO:0048523@4,0.05970149253731343
CG11391,Y,GO:0034330@4,0.03773584905660377
CG4167,N,GO:0042578@4,0.0
CG8854,Y,GO:0031323@4,0.05357142857142857
CG14243,Y,GO:0060429@4,0.05660377358490566
CG5268,Y,GO:0034330@4,0.03571428571428571
CG12811,Y,GO:0048523@4,0.041237113402061855
CG10077,Y,GO:0031323@4,0.06306306306306306
CG3751,Y,GO:0048523@4,0.06493506493506493
CG14118,Y,GO:0034613@4,0.05102040816326531
CG7542,Y,GO:0031323@4,0.1282051282051282
CG3379,Y,GO:0090304@4,0.07142857142857142
CG7173,Y,GO:0044267@4,0.034482758620689655
CG7610,Y,GO:0031323@4,0.061224489795918366
CG4780,Y,GO:0015031@4,0.08333333333333333
CG15452,Y,GO:0051020@4,0.013513513513513514
CG3861,Y,GO:0006996@4,0.10638297872340426
CG14259,Y,GO:0031323@4,0.058333333333333334
CG5157,Y,GO:0031323@4,0.061946902654867256
CG14983,Y,GO:0009966@4,0.018018018018018018
CG1483,Y,GO:0048522@4,0.053691275167785234
CG15631,Y,GO:0048522@4,0.05084745762711865
CG12389,Y,GO:0031323@4,0.05172413793103448
CG8583,Y,GO:0048522@4,0.06
CG3217,Y,GO:0048522@4,0.06779661016949153
CG32685,Y,GO:0048522@4,0.043010752688172046
CG13377,Y,GO:0051128@4,0.04878048780487805
CG13397,Y,GO:0048522@4,0.04040404040404041
CG9372,Y,GO:0080134@4,0.046153846153846156
CG6803,Y,GO:0006996@4,0.1320754716981132
CG43691,Y,GO:0048522@4,0.05405405405405406
CG9805,Y,GO:0048522@4,0.03571428571428571
CG10283,Y,GO:0009893@4,0.049019607843137254
CG42555,Y,GO:0048522@4,0.041666666666666664
CG6951,Y,GO:0009889@4,0.058823529411764705
CG13358,Y,GO:0010646@4,0.04375
CG15109,Y,GO:0007600@4,0.01639344262295082
CG6159,Y,GO:0048522@4,0.05737704918032787
CR31838,Y,GO:0048522@4,0.06666666666666667
CG2746,Y,GO:0048523@4,0.06493506493506493
CG17657,Y,GO:0051128@4,0.03361344537815126
CG7737,Y,GO:0048522@4,0.05357142857142857
CG13022,Y,GO:0048522@4,0.052083333333333336
CG13067,Y,GO:0006996@4,0.056338028169014086
CG10420,Y,GO:0031323@4,0.06756756756756757
CG15546,Y,GO:0048522@4,0.08771929824561403
CG1324,Y,GO:0036211@4,0.04918032786885246
CG12004,Y,GO:2000026@4,0.0364963503649635
CG4944,Y,GO:0048522@4,0.0625
CG13806,Y,GO:0048522@4,0.05825242718446602
CG32819,Y,GO:0036211@4,0.075
CG5717,Y,GO:0031323@4,0.04819277108433735
CG4972,Y,GO:0048878@4,0.0390625
CG12934,Y,GO:0009889@4,0.059322033898305086
CG8649,Y,GO:0048522@4,0.06779661016949153
CG14254,Y,GO:0060255@4,0.056179775280898875
CG13843,Y,GO:0048522@4,0.05
CG18349,Y,GO:0050890@4,0.011235955056179775
CG33522,Y,GO:0060255@4,0.05660377358490566
CG1561,Y,GO:0048523@4,0.08108108108108109
CG6707,Y,GO:0009889@4,0.049019607843137254
CG12275,Y,GO:0048523@4,0.06493506493506493
CG11454,Y,GO:0009889@4,0.05952380952380952
CG4622,Y,GO:0051171@4,0.04487179487179487
CG11661,Y,GO:0006996@4,0.13725490196078433
CG12233,Y,GO:0002009@4,0.07894736842105263
CG4169,Y,GO:0002009@4,0.0425531914893617
CG16779,Y,GO:0009893@4,0.04918032786885246
CG43861,Y,GO:0048522@4,0.07352941176470588
CG7635,Y,GO:0031323@4,0.07017543859649122
CG13871,Y,GO:0048522@4,0.047619047619047616
CG1913,Y,GO:0048522@4,0.05
CG1968,Y,GO:0006996@4,0.1794871794871795
CG4849,Y,GO:0090304@4,0.08
CG6015,Y,GO:0090304@4,0.10869565217391304
CG4921,Y,GO:2000026@4,0.037383177570093455
CG5447,Y,GO:0006811@4,0.08333333333333333
CG18764,Y,GO:0048522@4,0.06666666666666667
CG34404,Y,GO:0006996@4,0.03488372093023256
CG1340,Y,GO:0048522@4,0.06756756756756757
CG9674,Y,GO:0006996@4,0.0449438202247191
CG14792,Y,GO:0048523@4,0.06493506493506493
CG2099,Y,GO:0048523@4,0.06493506493506493
CG4820,Y,GO:0048523@4,0.05263157894736842
CG12042,Y,GO:0030705@4,0.07058823529411765
CG13114,Y,GO:0036211@4,0.046875
CG7716,Y,GO:0048522@4,0.06976744186046512
CG7897,Y,GO:0006996@4,0.06666666666666667
CG14044,Y,GO:0048523@4,0.06097560975609756
CG6208,Y,GO:0015031@4,0.08333333333333333
CG6258,Y,GO:0051726@4,0.09615384615384616
CG15676,Y,GO:0060255@4,0.06315789473684211
CG8383,Y,GO:0031323@4,0.078125
CG10650,Y,GO:0060255@4,0.0375
CG9312,Y,GO:0048523@4,0.05434782608695652
CG13031,Y,GO:0060255@4,0.1206896551724138
CG8186,Y,GO:0048878@4,0.05405405405405406
CG4076,Y,GO:0060255@4,0.05555555555555555
CG4217,Y,GO:0003677@4,0.1
CG31694,Y,GO:0016818@4,0.0625
CG8759,Y,GO:0048522@4,0.04838709677419355
CG12785,Y,GO:0048523@4,0.04132231404958678
CG9377,Y,GO:0006996@4,0.05952380952380952
CG7726,Y,GO:0048523@4,0.06493506493506493
CG12124,Y,GO:0060255@4,0.06349206349206349
CG8258,Y,GO:0002009@4,0.1111111111111111
CG12000,Y,GO:0006508@4,0.17543859649122806
CG7440,Y,GO:0048523@4,0.07692307692307693
CG7461,Y,GO:0006996@4,0.10869565217391304
CG6693,Y,GO:0048523@4,0.03535353535353535
CG42820,Y,GO:0009966@4,0.06666666666666667
CG7407,Y,GO:0048522@4,0.041666666666666664
CG9288,Y,GO:0048522@4,0.06956521739130435
CG13849,Y,GO:0016818@4,0.07142857142857142
CG14120,Y,GO:0006325@4,0.08641975308641975
CG12496,Y,GO:0048522@4,0.06930693069306931
CG12210,Y,GO:0006996@4,0.06756756756756757
CG8505,Y,GO:0036211@4,0.03361344537815126
CG9432,Y,GO:0006996@4,0.05172413793103448
CG9588,Y,GO:0006508@4,0.10144927536231885
CG5854,Y,GO:0022607@4,0.04878048780487805
CG16807,Y,GO:0009057@4,0.08256880733944955
CG10230,Y,GO:0006508@4,0.17647058823529413
CG2053,Y,GO:0048523@4,0.060240963855421686
CG14818,Y,GO:0048522@4,0.06097560975609756
CG7933,Y,GO:0048523@4,0.06153846153846154
CG1683,Y,GO:0048522@4,0.05405405405405406
CG31482,Y,GO:0031323@4,0.07228915662650602
CG6318,Y,GO:0048522@4,0.05263157894736842
CG17377,Y,GO:0001067@4,0.04411764705882353
CG5390,Y,GO:0048522@4,0.061855670103092786
CG6447,Y,GO:0060255@4,0.06896551724137931
CG14528,Y,GO:0050890@4,0.05263157894736842
CG13576,Y,GO:0031323@4,0.0375
CG8439,Y,GO:0006996@4,0.11538461538461539
83E3.7,Y,GO:0002009@4,0.12
CG42700,Y,GO:0006996@4,0.28
CG17753,Y,GO:0010646@4,0.03614457831325301
CG3997,Y,GO:0048523@4,0.06493506493506493
CG10689,Y,GO:0036211@4,0.047619047619047616
CG32105,Y,GO:0048522@4,0.06896551724137931
CG7104,Y,GO:0060255@4,0.078125
CG11941,Y,GO:0048522@4,0.033783783783783786
CG14317,Y,GO:0060255@4,0.046357615894039736
CR32878,Y,GO:0003723@4,0.10416666666666667
CG10395,Y,GO:0060255@4,0.06976744186046512
CG3225,Y,GO:0048522@4,0.05555555555555555
CG10328,Y,GO:0042742@4,0.10714285714285714
CG10869,Y,GO:0048522@4,0.05263157894736842
CG8697,Y,GO:0006996@4,0.19444444444444445
CG5902,Y,GO:0006996@4,0.05660377358490566
CG10652,Y,GO:0048523@4,0.06493506493506493
CG9938,Y,GO:0006996@4,0.14285714285714285
CG3164,Y,GO:0006811@4,0.07692307692307693
CG17219,Y,GO:0060255@4,0.06363636363636363
CG18330,Y,GO:0031323@4,0.08163265306122448
CG32702,Y,GO:0009893@4,0.03260869565217391
CG43894,Y,GO:0060255@4,0.06329113924050633
CG5674,Y,GO:0048522@4,0.07042253521126761
CG3548,Y,GO:0003677@4,0.10204081632653061
CG9424,Y,GO:0006996@4,0.056818181818181816
CG12766,Y,GO:0010646@4,0.05660377358490566
CG2101,Y,GO:0048523@4,0.05154639175257732
CG3907,Y,GO:0060255@4,0.08108108108108109
CG6884,Y,GO:0009889@4,0.125
CG2213,Y,GO:0006996@4,0.21951219512195122
CG40127,Y,GO:0048522@4,0.04819277108433735
CG10465,Y,GO:0060255@4,0.05555555555555555
CG1179,Y,GO:0010646@4,0.03571428571428571
CG5111,Y,GO:0048522@4,0.05813953488372093
CG13227,Y,GO:0060255@4,0.13953488372093023
CG13721,Y,GO:0060255@4,0.10869565217391304
CG11505,Y,GO:0031323@4,0.08333333333333333
CG9246,Y,GO:0048523@4,0.03968253968253968
CG1850,Y,GO:0031323@4,0.058823529411764705
CG1307,Y,GO:0048522@4,0.07692307692307693
CG5327,Y,GO:0048522@4,0.061224489795918366
CG7379,Y,GO:0031323@4,0.041176470588235294
CG14438,Y,GO:0006325@4,0.06542056074766354
CG3542,Y,GO:0009892@4,0.04878048780487805
CG4119,Y,GO:0031323@4,0.06976744186046512
CG10585,Y,GO:0031323@4,0.08163265306122448
CG11271,Y,GO:0048523@4,0.06493506493506493
CG5792,Y,GO:0031323@4,0.05333333333333334
CG7729,Y,GO:0048522@4,0.0784313725490196
CG7206,Y,GO:0031323@4,0.056338028169014086
CG5151,Y,GO:0006996@4,0.05660377358490566
CG8191,Y,GO:0048523@4,0.06
CG11882,Y,GO:0006996@4,0.038834951456310676
CG6948,Y,GO:0061640@4,0.05747126436781609
CG6329,Y,GO:0099537@4,0.10204081632653061
CG7637,Y,GO:0099537@4,0.10204081632653061
CG12857,Y,GO:0048522@4,0.07017543859649122
CG15442,Y,GO:0048523@4,0.06493506493506493
CG3395,Y,GO:0048523@4,0.05970149253731343
CG13591,Y,GO:0036211@4,0.05
CG31957,Y,GO:0009889@4,0.06896551724137931
CG31140,Y,GO:0060255@4,0.05434782608695652
CG15422,Y,GO:0060255@4,0.1
CG7381,Y,GO:0060255@4,0.043478260869565216
CG4729,Y,GO:0006811@4,0.07017543859649122
CG1986,Y,GO:0006796@4,0.04054054054054054
CG12013,Y,GO:0048522@4,0.08
CG11051,Y,GO:0006996@4,0.1
CG7325,Y,GO:0048878@4,0.07407407407407407
CG9399,Y,GO:0048522@4,0.040983606557377046
CG14084,Y,GO:0015031@4,0.08333333333333333
CG1249,Y,GO:0060255@4,0.031578947368421054
CG17108,Y,GO:0051240@4,0.03676470588235294
CG10363,Y,GO:0048522@4,0.03571428571428571
CG8169,Y,GO:0048522@4,0.04081632653061224
CG4347,Y,GO:0048522@4,0.04072398190045249
CG8292,Y,GO:0031323@4,0.05714285714285714
CG4692,Y,GO:0006996@4,0.1
CG32086,Y,GO:0031323@4,0.1
CG2678,Y,GO:0060255@4,0.04
CG6126,Y,GO:0048522@4,0.037383177570093455
CG12135,Y,GO:0051128@4,0.045454545454545456
CG43365,Y,GO:0009889@4,0.045871559633027525
CG6050,Y,GO:1901566@4,0.045454545454545456
CG5968,Y,GO:0090304@4,0.044444444444444446
CG18088,Y,GO:0048523@4,0.06493506493506493
CG34113,Y,GO:0007411@4,0.03389830508474576
CG6105,Y,GO:0006996@4,0.09803921568627451
CG3342,Y,GO:0048522@4,0.05970149253731343
CG4299,Y,GO:0048522@4,0.04032258064516129
CG4877,Y,GO:0031323@4,0.040229885057471264
CG10663,Y,GO:0031323@4,0.07216494845360824
CG11771,Y,GO:0009893@4,0.04504504504504504
CG32486,Y,GO:0048522@4,0.07692307692307693
CG11522,Y,GO:0048523@4,0.06493506493506493
CG15771,Y,GO:0031323@4,0.053763440860215055
CG11137,Y,GO:0044267@4,0.035398230088495575
CG3678,Y,GO:0006996@4,0.05555555555555555
CG6199,Y,GO:0051128@4,0.042735042735042736
CG4464,Y,GO:0048523@4,0.06493506493506493
CG31324,Y,GO:0048522@4,0.06896551724137931
CG4960,Y,GO:0031323@4,0.0707070707070707
CG34168,Y,GO:0048522@4,0.05063291139240506
CG1638,Y,GO:0006996@4,0.07216494845360824
CG31961,Y,GO:0006996@4,0.061946902654867256
